,date,open,high,low,close,volume
0,2023-06-05 09:45:00+05:30,89.0,91.0,88.5,90.15,7950
1,2023-06-05 09:46:00+05:30,90.15,90.3,88.8,89.95,9750
2,2023-06-05 09:47:00+05:30,90.0,91.0,88.9,90.4,2900
3,2023-06-05 09:48:00+05:30,90.4,91.15,90.0,90.7,4200
4,2023-06-05 09:49:00+05:30,90.7,91.45,89.65,90.45,4200
5,2023-06-05 09:50:00+05:30,90.45,91.4,90.45,91.0,2300
6,2023-06-05 09:51:00+05:30,91.0,91.35,89.4,89.4,4150
7,2023-06-05 09:52:00+05:30,89.8,90.1,88.9,88.9,2400
8,2023-06-05 09:53:00+05:30,88.8,89.5,87.6,89.0,4300
9,2023-06-05 09:54:00+05:30,89.25,90.15,88.5,90.0,13900
10,2023-06-05 09:55:00+05:30,90.0,90.55,89.1,89.7,7850
11,2023-06-05 09:56:00+05:30,89.7,91.0,88.85,90.0,3900
12,2023-06-05 09:57:00+05:30,90.0,90.75,89.75,90.3,2100
13,2023-06-05 09:58:00+05:30,90.3,91.3,90.3,91.2,1600
14,2023-06-05 09:59:00+05:30,91.45,92.05,90.85,91.2,2950
15,2023-06-05 10:00:00+05:30,91.25,92.0,90.75,91.85,4300
