,date,open,high,low,close,volume
0,2023-06-05 09:45:00+05:30,631.05,642.0,631.05,642.0,1200
1,2023-06-05 09:46:00+05:30,642.0,642.0,642.0,642.0,0
2,2023-06-05 09:47:00+05:30,642.0,642.0,640.0,640.0,150
3,2023-06-05 09:48:00+05:30,640.0,642.0,640.0,642.0,100
4,2023-06-05 09:49:00+05:30,642.0,642.0,642.0,642.0,0
5,2023-06-05 09:50:00+05:30,642.0,642.0,642.0,642.0,0
6,2023-06-05 09:51:00+05:30,642.0,642.0,640.0,640.0,50
7,2023-06-05 09:52:00+05:30,640.0,640.0,640.0,640.0,0
8,2023-06-05 09:53:00+05:30,640.0,640.0,640.0,640.0,0
9,2023-06-05 09:54:00+05:30,640.0,640.0,640.0,640.0,0
10,2023-06-05 09:55:00+05:30,640.0,640.0,640.0,640.0,400
11,2023-06-05 09:56:00+05:30,640.0,642.0,640.0,642.0,50
12,2023-06-05 09:57:00+05:30,642.0,642.0,642.0,642.0,0
13,2023-06-05 09:58:00+05:30,642.0,642.0,642.0,642.0,0
14,2023-06-05 09:59:00+05:30,643.0,643.0,642.0,643.0,50
15,2023-06-05 10:00:00+05:30,643.85,645.9,643.0,644.95,950
