,date,open,high,low,close,volume
0,2023-06-05 09:45:00+05:30,434.75,445.15,434.75,444.1,3300
1,2023-06-05 09:46:00+05:30,444.1,444.1,437.2,437.2,350
2,2023-06-05 09:47:00+05:30,437.2,441.85,437.2,441.85,600
3,2023-06-05 09:48:00+05:30,441.85,444.5,440.35,440.35,500
4,2023-06-05 09:49:00+05:30,440.2,444.25,438.6,441.8,1150
5,2023-06-05 09:50:00+05:30,441.8,443.35,441.8,441.8,400
6,2023-06-05 09:51:00+05:30,444.35,445.0,438.2,439.6,1100
7,2023-06-05 09:52:00+05:30,439.6,439.6,438.25,438.25,150
8,2023-06-05 09:53:00+05:30,438.25,438.25,435.0,435.0,500
9,2023-06-05 09:54:00+05:30,435.0,441.0,435.0,440.95,1350
10,2023-06-05 09:55:00+05:30,440.95,443.0,439.85,442.2,1600
11,2023-06-05 09:56:00+05:30,442.2,444.8,442.0,442.4,250
12,2023-06-05 09:57:00+05:30,442.4,445.0,442.4,444.0,550
13,2023-06-05 09:58:00+05:30,444.0,445.55,444.0,445.25,600
14,2023-06-05 09:59:00+05:30,446.0,448.55,445.25,446.3,750
15,2023-06-05 10:00:00+05:30,446.3,448.15,445.0,447.0,4850
