,date,open,high,low,close,volume
0,2023-06-05 09:45:00+05:30,246.9,255.2,245.8,251.8,62900
1,2023-06-05 09:46:00+05:30,253.5,253.5,245.9,248.65,24950
2,2023-06-05 09:47:00+05:30,249.2,254.35,247.3,252.3,15850
3,2023-06-05 09:48:00+05:30,252.75,255.8,251.0,251.8,31100
4,2023-06-05 09:49:00+05:30,251.6,254.9,249.15,253.6,14650
5,2023-06-05 09:50:00+05:30,253.15,255.6,251.85,254.4,23200
6,2023-06-05 09:51:00+05:30,254.7,255.9,249.8,249.8,33950
7,2023-06-05 09:52:00+05:30,249.8,252.15,249.0,249.0,19750
8,2023-06-05 09:53:00+05:30,248.65,250.05,244.55,248.35,40550
9,2023-06-05 09:54:00+05:30,248.35,253.0,247.15,252.7,19300
10,2023-06-05 09:55:00+05:30,252.7,253.6,249.8,251.4,6300
11,2023-06-05 09:56:00+05:30,251.4,255.65,248.7,251.55,14750
12,2023-06-05 09:57:00+05:30,254.6,255.75,251.5,253.8,17450
13,2023-06-05 09:58:00+05:30,253.8,255.8,252.65,255.8,9950
14,2023-06-05 09:59:00+05:30,255.5,258.7,253.7,255.0,28250
15,2023-06-05 10:00:00+05:30,255.8,257.9,254.1,256.95,14650
